norad,nome,categoria_n2yo,categoria_coleta,no_recorte
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Yaogan,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Westford Needles,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Parus,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Strela,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",NOAA,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Gonets,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Tsiklon,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Tsikada,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",O3B Networks,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Tselina,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Celestis,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",IRNSS,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",QZSS,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Flock,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Lemur,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",GOES,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Global Positioning System (GPS) Constellation,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Glonass Constellation,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Starlink,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",OneWeb,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Chinese Space Station,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Qianfan,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Leo,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",GeeSAT,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Earth resources,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Search & rescue,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Disaster monitoring,A — sensoriamento remoto,sim
33591,"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Tracking and Data Relay Satellite System,A — sensoriamento remoto,sim
33595,,Geostationary,,não
33596,,Geostationary,,não
33749,,Geostationary,,não
33749,,TV,,não
33750,,Geostationary,,não
33750,,TV,,não
33751,SPIRALE-A (Système Préparatoire Infra-Rouge pour l'Alerte),Military,A — sensoriamento remoto,sim
33752,SPIRALE-B (Système Préparatoire Infra-Rouge pour l'Alerte),Military,A — sensoriamento remoto,sim
34111,,Geostationary,,não
34264,,Geostationary,,não
34264,,Raduga,,não
34264,,Military,,não
34380,,Space & Earth Science,,não
34661,,Global Positioning System (GPS) Constellation,,não
34710,,Geostationary,,não
34710,,TV,,não
34713,,Geostationary,,não
34713,,Military,,não
34779,,Geostationary,,não
34779,,Experimental,,não
34779,,Beidou,,não
34810,,Geostationary,,não
34810,,Military,,não
34903,,Military,,não
34937,,Space & Earth Science,,não
34938,,Space & Earth Science,,não
34941,,Geostationary,,não
34941,,TV,,não
35315,,Space & Earth Science,,não
35362,,Geostationary,,não
35362,,TV,,não
35491,"GOES 14 (Geostationary Operational Environmental Satellite, GOES-O)",Geostationary,A — sensoriamento remoto,sim
35491,"GOES 14 (Geostationary Operational Environmental Satellite, GOES-O)",Weather,A — sensoriamento remoto,sim
35491,"GOES 14 (Geostationary Operational Environmental Satellite, GOES-O)",GOES,A — sensoriamento remoto,sim
35493,,XM and Sirius,,não
35496,,Geostationary,,não
35498,,Military,,não
35499,,Military,,não
35499,,Strela,,não
35500,,Military,,não
35500,,Strela,,não
35578,,Engineering,,não
35635,,Military,,não
35635,,Parus,,não
35636,,Search & rescue,,não
35681,Deimos 1,Disaster monitoring,A — sensoriamento remoto,sim
35682,,Amateur radio,,não
35682,,Geodetic,,não
35682,,Engineering,,não
35683,"UK-DMC-2 (BNSCSat-2, British National Science Center Satellite 2)",Disaster monitoring,A — sensoriamento remoto,sim
35684,AprizeSat 4,Amateur radio,B — coleta de plataformas (DCS/IoT); C — sinais cooperativos (AIS/ADS-B/RF),sim
35684,AprizeSat 4,Experimental,B — coleta de plataformas (DCS/IoT); C — sinais cooperativos (AIS/ADS-B/RF),sim
35685,,Space & Earth Science,,não
35686,AprizeSat 3,Amateur radio,B — coleta de plataformas (DCS/IoT); C — sinais cooperativos (AIS/ADS-B/RF),sim
35686,AprizeSat 3,Experimental,B — coleta de plataformas (DCS/IoT); C — sinais cooperativos (AIS/ADS-B/RF),sim
35696,,Geostationary,,não
35696,,TV,,não
35752,,GPS Operational,,não
35752,,Global Positioning System (GPS) Constellation,,não
35755,,Geostationary,,não
35755,,TV,,não
35756,,Geostationary,,não
35756,,TV,,não
35812,,Geostationary,,não
35815,"PAN-1 (Nemesis, Palladium at Night, P360,  207)",Military,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
35865,,Amateur radio,,não
35865,,Weather,,não
35866,,Search & rescue,,não
35868,,Amateur radio,,não
35868,,Education,,não
35869,,Amateur radio,,não
35869,,Education,,não
35871,,Experimental,,não
35873,,Geostationary,,não
35873,,TV,,não
35931,,Earth resources,,não
35932,,Amateur radio,,não
35932,,CubeSats,,não
35933,,Amateur radio,,não
35933,,CubeSats,,não
35934,,Amateur radio,,não
35934,,CubeSats,,não
35935,,Amateur radio,,não
35935,,CubeSats,,não
35936,,Experimental,,não
35937,,Military,,não
35938,,Military,,não
35942,Amazonas-2,Geostationary,A — sensoriamento remoto,sim
35943,,Geostationary,,não
35943,,Military,,não
35946,Worldview 2,Space & Earth Science,A — sensoriamento remoto,sim
35951,"DMSP 5D-3 F18 (Defense Meteorological Satellites Program, USA 210)",Weather,A — sensoriamento remoto,sim
35951,"DMSP 5D-3 F18 (Defense Meteorological Satellites Program, USA 210)",Military,A — sensoriamento remoto,sim
36032,,Brightest,,não
36032,,Geostationary,,não
36032,,Intelsat,,não
36032,,Gorizont,,não
36032,,Raduga,,não
36032,,Molniya,,não
36032,,Iridium,,não
36032,,Orbcomm,,não
36032,,Globalstar,,não
36032,,Amateur radio,,não
36032,,Experimental,,não
36032,,Int'l Space Station,,não
36032,,GPS Operational,,não
36032,,Glonass Operational,,não
36032,,Galileo,,não
36032,,Satellite-Based Augmentation System,,não
36032,,Navy Navigation Satellite System,,não
36032,,Russian LEO Navigation,,não
36032,,Space & Earth Science,,não
36032,,Geodetic,,não
36032,,Engineering,,não
36032,,Education,,não
36032,,Weather,,não
36032,,Military,,não
36032,,Radar Calibration,,não
36032,,CubeSats,,não
36032,,XM and Sirius,,não
36032,,TV,,não
36032,,Beidou,,não
36032,,Yaogan,,não
36032,,Westford Needles,,não
36032,,Parus,,não
36032,,Strela,,não
36032,,NOAA,,não
36032,,Gonets,,não
36032,,Tsiklon,,não
36032,,Tsikada,,não
36032,,O3B Networks,,não
36032,,Tselina,,não
36032,,Celestis,,não
36032,,IRNSS,,não
36032,,QZSS,,não
36032,,Flock,,não
36032,,Lemur,,não
36032,,GOES,,não
36032,,Global Positioning System (GPS) Constellation,,não
36032,,Glonass Constellation,,não
36032,,Starlink,,não
36032,,OneWeb,,não
36032,,Chinese Space Station,,não
36032,,Qianfan,,não
36032,,Leo,,não
36032,,GeeSAT,,não
36032,,Earth resources,,não
36032,,Search & rescue,,não
36032,,Disaster monitoring,,não
36032,,Tracking and Data Relay Satellite System,,não
36033,,Geostationary,,não
36036,SMOS (Soil Moisture and Ocean Salinity satellite),Space & Earth Science,A — sensoriamento remoto,sim
36037,,Experimental,,não
36086,,Int'l Space Station,,não
36088,,Space & Earth Science,,não
36095,Lotos-S1 (Cosmos 2455),Military,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
36097,,Geostationary,,não
36097,,Intelsat,,não
36097,,TV,,não
36101,,Geostationary,,não
36101,,TV,,não
36104,,Military,,não
36106,,Geostationary,,não
36106,,Intelsat,,não
36106,,TV,,não
36108,,Geostationary,,não
36108,,Military,,não
36110,Yaogan 7 (Remote Sensing Satellite 7),Yaogan,A — sensoriamento remoto,sim
36110,Yaogan 7 (Remote Sensing Satellite 7),Earth resources,A — sensoriamento remoto,sim
36110,Yaogan 7 (Remote Sensing Satellite 7),Disaster monitoring,A — sensoriamento remoto,sim
36111,,Glonass Operational,,não
36111,,Glonass Constellation,,não
36112,,Glonass Operational,,não
36112,,Glonass Constellation,,não
36113,,Glonass Constellation,,não
36121,Yaogan 8 (Remote Sensing Satellite 8),Yaogan,A — sensoriamento remoto,sim
36121,Yaogan 8 (Remote Sensing Satellite 8),Earth resources,A — sensoriamento remoto,sim
36122,,Amateur radio,,não
36122,,Education,,não
36131,,Geostationary,,não
36131,,TV,,não
36287,,Geostationary,,não
36287,,Beidou,,não
36358,,Raduga,,não
36358,,Military,,não
36395,,Space & Earth Science,,não
36397,,Geostationary,,não
36397,,Intelsat,,não
36397,,TV,,não
36400,,Glonass Constellation,,não
36401,,Glonass Constellation,,não
36402,,Glonass Operational,,não
36402,,Glonass Constellation,,não
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Brightest,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Geostationary,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Intelsat,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Gorizont,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Raduga,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Molniya,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Iridium,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Orbcomm,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Globalstar,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Amateur radio,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Experimental,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Int'l Space Station,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",GPS Operational,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Glonass Operational,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Galileo,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Satellite-Based Augmentation System,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Navy Navigation Satellite System,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Russian LEO Navigation,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Space & Earth Science,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Geodetic,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Engineering,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Education,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Weather,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Military,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Radar Calibration,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",CubeSats,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",XM and Sirius,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",TV,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Beidou,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Yaogan,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Westford Needles,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Parus,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Strela,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",NOAA,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Gonets,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Tsiklon,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Tsikada,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",O3B Networks,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Tselina,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Celestis,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",IRNSS,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",QZSS,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Flock,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Lemur,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",GOES,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Global Positioning System (GPS) Constellation,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Glonass Constellation,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Starlink,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",OneWeb,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Chinese Space Station,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Qianfan,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Leo,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",GeeSAT,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Earth resources,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Search & rescue,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Disaster monitoring,A — sensoriamento remoto,sim
36411,"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Tracking and Data Relay Satellite System,A — sensoriamento remoto,sim
36413,Yaogan 9A (Remote Sensing Satellite 9A),Experimental,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
36413,Yaogan 9A (Remote Sensing Satellite 9A),Yaogan,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
36413,Yaogan 9A (Remote Sensing Satellite 9A),Earth resources,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
36414,Yaogan 9B (Remote Sensing Satellite 9B),Experimental,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
36414,Yaogan 9B (Remote Sensing Satellite 9B),Yaogan,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
36414,Yaogan 9B (Remote Sensing Satellite 9B),Earth resources,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
36415,Yaogan 9C (Remote Sensing Satellite 9C),Experimental,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
36415,Yaogan 9C (Remote Sensing Satellite 9C),Yaogan,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
36415,Yaogan 9C (Remote Sensing Satellite 9C),Earth resources,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
36499,,Geostationary,,não
36499,,TV,,não
36508,Cryosat-2,Space & Earth Science,A — sensoriamento remoto,sim
36516,,Brightest,,não
36516,,Geostationary,,não
36516,,Intelsat,,não
36516,,Gorizont,,não
36516,,Raduga,,não
36516,,Molniya,,não
36516,,Iridium,,não
36516,,Orbcomm,,não
36516,,Globalstar,,não
36516,,Amateur radio,,não
36516,,Experimental,,não
36516,,Int'l Space Station,,não
36516,,GPS Operational,,não
36516,,Glonass Operational,,não
36516,,Galileo,,não
36516,,Satellite-Based Augmentation System,,não
36516,,Navy Navigation Satellite System,,não
36516,,Russian LEO Navigation,,não
36516,,Space & Earth Science,,não
36516,,Geodetic,,não
36516,,Engineering,,não
36516,,Education,,não
36516,,Weather,,não
36516,,Military,,não
36516,,Radar Calibration,,não
36516,,CubeSats,,não
36516,,XM and Sirius,,não
36516,,TV,,não
36516,,Beidou,,não
36516,,Yaogan,,não
36516,,Westford Needles,,não
36516,,Parus,,não
36516,,Strela,,não
36516,,NOAA,,não
36516,,Gonets,,não
36516,,Tsiklon,,não
36516,,Tsikada,,não
36516,,O3B Networks,,não
36516,,Tselina,,não
36516,,Celestis,,não
36516,,IRNSS,,não
36516,,QZSS,,não
36516,,Flock,,não
36516,,Lemur,,não
36516,,GOES,,não
36516,,Global Positioning System (GPS) Constellation,,não
36516,,Glonass Constellation,,não
36516,,Starlink,,não
36516,,OneWeb,,não
36516,,Chinese Space Station,,não
36516,,Qianfan,,não
36516,,Leo,,não
36516,,GeeSAT,,não
36516,,Earth resources,,não
36516,,Search & rescue,,não
36516,,Disaster monitoring,,não
36516,,Tracking and Data Relay Satellite System,,não
36519,,Military,,não
36519,,Parus,,não
36576,,Space & Earth Science,,não
36577,,Space & Earth Science,,não
36578,,Amateur radio,,não
36578,,Engineering,,não
36581,,Geostationary,,não
36581,,TV,,não
36582,,Geostationary,,não
36582,,Military,,não
36585,,GPS Operational,,não
36585,,Global Positioning System (GPS) Constellation,,não
36588,,Experimental,,não
36590,,Geostationary,,não
36590,,Beidou,,não
36592,,Geostationary,,não
36592,,TV,,não
36596,,Experimental,,não
36598,,Space & Earth Science,,não
36599,,Experimental,,não
36605,TanDEM-X (TerraSAR-X add-on for Digital Elevation Measurement),Geodetic,A — sensoriamento remoto,sim
36608,Ofeq 9,Military,A — sensoriamento remoto,sim
36744,"COMS-1 (Communication, Ocean and Meteorological Satellite; Cheollian)",Geostationary,A — sensoriamento remoto,sim
36744,"COMS-1 (Communication, Ocean and Meteorological Satellite; Cheollian)",Space & Earth Science,A — sensoriamento remoto,sim
36744,"COMS-1 (Communication, Ocean and Meteorological Satellite; Cheollian)",Weather,A — sensoriamento remoto,sim
36745,,Geostationary,,não
36745,,TV,,não
36792,,Geostationary,,não
36792,,TV,,não
36795,CartoSat 2B,Earth resources,A — sensoriamento remoto,sim
36796,,Amateur radio,,não
36796,,Space & Earth Science,,não
36797,AISSat-1 (Automatic Identification System Satellite-1),Experimental,C — sinais cooperativos (AIS/ADS-B/RF),sim
36798,Alsat-2A (Algeria Satellite 2A),Earth resources,A — sensoriamento remoto,sim
36799,,Amateur radio,,não
36799,,Engineering,,não
36827,,Experimental,,não
36828,,Experimental,,não
36828,,Beidou,,não
36830,,Geostationary,,não
36830,,TV,,não
36831,,Geostationary,,não
36831,,TV,,não
36834,Yaogan 10 (Remote Sensing Satellite 10),Experimental,A — sensoriamento remoto,sim
36834,Yaogan 10 (Remote Sensing Satellite 10),Space & Earth Science,A — sensoriamento remoto,sim
36834,Yaogan 10 (Remote Sensing Satellite 10),Military,A — sensoriamento remoto,sim
36834,Yaogan 10 (Remote Sensing Satellite 10),Yaogan,A — sensoriamento remoto,sim
36868,,Geostationary,,não
36868,,Military,,não
37137,,Glonass Constellation,,não
37138,,Glonass Constellation,,não
37139,,Glonass Constellation,,não
37150,,Geostationary,,não
37150,,TV,,não
37152,,Strela,,não
37153,,Gonets,,não
37154,,Strela,,não
37158,,Engineering,,não
37158,,QZSS,,não
37162,"FIA Radar 1 (Future Imagery Architecture (FIA) Radar 1, NROL-41, USA 215, Topaz)",Military,A — sensoriamento remoto,sim
37165,Yaogan 11 (Remote Sensing Satellite 11),Space & Earth Science,A — sensoriamento remoto,sim
37165,Yaogan 11 (Remote Sensing Satellite 11),Yaogan,A — sensoriamento remoto,sim
37166,,Engineering,,não
37167,,Engineering,,não
37168,,Military,,não
37174,,Space & Earth Science,,não
37179,Shijian 6G (SJ6-04A),Space & Earth Science,A — sensoriamento remoto,sim
37180,Shijian 6H (SJ6_04B),Space & Earth Science,A — sensoriamento remoto,sim
37185,,Geostationary,,não
37185,,XM and Sirius,,não
37188,,Globalstar,,não
37189,,Globalstar,,não
37190,,Globalstar,,não
37191,,Globalstar,,não
37192,,Globalstar,,não
37193,,Globalstar,,não
37206,,Geostationary,,não
37207,,Geostationary,,não
37207,,TV,,não
37210,,Geostationary,,não
37210,,Beidou,,não
37212,,Military,,não
37214,Fengyun 3B (FY 3B),Weather,A — sensoriamento remoto,sim
37216,COSMO-Skymed 4 (Constellation of small Satellites for Mediterranean basin Observation),Geodetic,A — sensoriamento remoto,sim
37216,COSMO-Skymed 4 (Constellation of small Satellites for Mediterranean basin Observation),Military,A — sensoriamento remoto,sim
37218,,Geostationary,,não
37222,,Space & Earth Science,,não
37223,,Amateur radio,,não
37223,,Space & Earth Science,,não
37224,,Amateur radio,,não
37224,,Space & Earth Science,,não
37225,,Space & Earth Science,,não
37226,,Space & Earth Science,,não
37227,,Amateur radio,,não
37227,,Space & Earth Science,,não
37230,,Experimental,,não
37231,,Experimental,,não
37232,"Advanced Orion 7 (Mentor, NRO L-32, USA 223)",Military,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
37234,,Geostationary,,não
37237,,Geostationary,,não
37238,,Geostationary,,não
37238,,Intelsat,,não
37256,,Geostationary,,não
37256,,Beidou,,não
37258,,Geostationary,,não
37258,,TV,,não
37264,,Geostationary,,não
37265,,Geostationary,,não
37344,Electro-L1 (GOMS 2 [Geostationary Operational Meteorological Satellite 2]),Geostationary,A — sensoriamento remoto,sim
37344,Electro-L1 (GOMS 2 [Geostationary Operational Meteorological Satellite 2]),Amateur radio,A — sensoriamento remoto,sim
37344,Electro-L1 (GOMS 2 [Geostationary Operational Meteorological Satellite 2]),Weather,A — sensoriamento remoto,sim
37348,"Keyhole 6 (NRO L49, Advanced KH-11, KH-12-6, Improved Crystal, USA 224)",Military,A — sensoriamento remoto,sim
37364,,Military,,não
37372,,Glonass Constellation,,não
37377,,Military,,não
37380,,Amateur radio,,não
37380,,Space & Earth Science,,não
37384,,Geostationary,,não
37384,,Beidou,,não
37386,"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34, Intruder)",Military,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
37387,Resourcesat 2 (exactView-2),Earth resources,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
37388,,Space & Earth Science,,não
37389,X-Sat,Space & Earth Science,A — sensoriamento remoto,sim
37391,"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34, Intruder)",Military,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
37392,,Geostationary,,não
37392,,Intelsat,,não
37392,,TV,,não
37393,,Geostationary,,não
37393,,TV,,não
37481,"SBIRS GEO 1 (Space Based Infrared System Geosynchronous 1, USA 230)",Geostationary,A — sensoriamento remoto,sim
37481,"SBIRS GEO 1 (Space Based Infrared System Geosynchronous 1, USA 230)",Military,A — sensoriamento remoto,sim
37602,,Geostationary,,não
37605,,Geostationary,,não
37605,,Satellite-Based Augmentation System,,não
37606,,Geostationary,,não
37673,,Space & Earth Science,,não
37677,,Geostationary,,não
37677,,TV,,não
37730,,Experimental,,não
37737,,Geostationary,,não
37739,,Globalstar,,não
37740,,Globalstar,,não
37741,,Globalstar,,não
37742,,Globalstar,,não
37743,,Globalstar,,não
37744,,Globalstar,,não
37746,,Geostationary,,não
37748,,Geostationary,,não
37749,,Geostationary,,não
37749,,TV,,não
37753,,Global Positioning System (GPS) Constellation,,não
37755,,Space & Earth Science,,não
37763,,Geostationary,,não
37763,,Beidou,,não
37765,,Experimental,,não
37773,,Space & Earth Science,,não
37775,,Geostationary,,não
37775,,TV,,não
37776,,Geostationary,,não
37776,,TV,,não
37779,,Geostationary,,não
37781,Haiyang 2A (HY 2A),Earth resources,A — sensoriamento remoto,sim
37788,,Space & Earth Science,,não
37789,NigeriaSat-2,Disaster monitoring,A — sensoriamento remoto,sim
37790,Nigeriasat-X,Disaster monitoring,A — sensoriamento remoto,sim
37791,RASAT,Amateur radio,A — sensoriamento remoto,sim
37791,RASAT,Disaster monitoring,A — sensoriamento remoto,sim
37792,AprizeSat 5,Amateur radio,B — coleta de plataformas (DCS/IoT); C — sinais cooperativos (AIS/ADS-B/RF),sim
37792,AprizeSat 5,Experimental,B — coleta de plataformas (DCS/IoT); C — sinais cooperativos (AIS/ADS-B/RF),sim
37793,exactView 6 (AprizeSat 6),Amateur radio,C — sinais cooperativos (AIS/ADS-B/RF),sim
37793,exactView 6 (AprizeSat 6),Experimental,C — sinais cooperativos (AIS/ADS-B/RF),sim
37794,,Earth resources,,não
37804,,Geostationary,,não
37806,,Geostationary,,não
37806,,Military,,não
37809,,Geostationary,,não
37810,,Geostationary,,não
37813,"IGS-6A (Information Gathering Satellite 6A, IGS Optical 4)",Military,A — sensoriamento remoto,sim
37816,,Geostationary,,não
37818,,Military,,não
37820,,Brightest,,não
37820,,Geostationary,,não
37820,,Intelsat,,não
37820,,Gorizont,,não
