norad,nome,categoria_n2yo,categoria_coleta,no_recorte
69307,,Starlink,,não
69308,,Starlink,,não
69309,,Starlink,,não
69310,,Starlink,,não
69311,,Starlink,,não
69312,,Starlink,,não
69313,,Starlink,,não
69314,,Starlink,,não
69315,,Starlink,,não
69316,,Starlink,,não
69317,,Starlink,,não
69318,,Starlink,,não
69319,,Starlink,,não
69325,,Qianfan,,não
69326,,Qianfan,,não
69328,,Chinese Space Station,,não
69329,,Starlink,,não
69330,,Starlink,,não
69331,,Starlink,,não
69332,,Starlink,,não
69333,,Starlink,,não
69334,,Starlink,,não
69335,,Starlink,,não
69336,,Starlink,,não
69337,,Starlink,,não
69338,,Starlink,,não
69339,,Starlink,,não
69340,,Starlink,,não
69341,,Starlink,,não
69342,,Starlink,,não
69343,,Starlink,,não
69344,,Starlink,,não
69345,,Starlink,,não
69346,,Starlink,,não
69347,,Starlink,,não
69348,,Starlink,,não
69349,,Starlink,,não
69350,,Starlink,,não
69351,,Starlink,,não
69352,,Starlink,,não
69353,,Starlink,,não
69354,,Starlink,,não
69355,,Starlink,,não
69356,,Starlink,,não
69357,,Starlink,,não
69358,,Starlink,,não
69359,,Starlink,,não
69360,,Starlink,,não
69361,,Starlink,,não
69362,,Starlink,,não
69363,,Starlink,,não
69364,,Starlink,,não
69365,,Starlink,,não
69366,,Starlink,,não
69367,,Starlink,,não
69368,,Starlink,,não
69369,,Starlink,,não
69370,,Starlink,,não
69371,,Starlink,,não
69372,,Starlink,,não
69373,,Starlink,,não
69374,,Starlink,,não
69375,,Starlink,,não
69376,,Starlink,,não
69377,,Starlink,,não
69378,,Starlink,,não
69379,,Starlink,,não
69380,,Starlink,,não
69381,,Starlink,,não
69382,,Qianfan,,não
69383,,Qianfan,,não
69384,,Qianfan,,não
69385,,Qianfan,,não
69386,,Qianfan,,não
69387,,Qianfan,,não
69388,,Qianfan,,não
69389,,Qianfan,,não
69390,,Qianfan,,não
69391,,Qianfan,,não
69392,,Qianfan,,não
69393,,Qianfan,,não
69394,,Qianfan,,não
69395,,Qianfan,,não
69396,,Qianfan,,não
69397,,Qianfan,,não
69398,,Qianfan,,não
69399,,Qianfan,,não
69401,,Qianfan,,não
69402,,Qianfan,,não
69403,,Qianfan,,não
69404,,Qianfan,,não
69405,,Qianfan,,não
69406,,Qianfan,,não
69407,,Qianfan,,não
69408,,Qianfan,,não
69409,,Qianfan,,não
69410,,Qianfan,,não
69411,,Qianfan,,não
69412,,Qianfan,,não
69413,,Qianfan,,não
69414,,Qianfan,,não
69415,,Qianfan,,não
69416,,Qianfan,,não
69417,,Qianfan,,não
69418,,Qianfan,,não
69420,,Starlink,,não
69421,,Starlink,,não
69422,,Starlink,,não
69423,,Starlink,,não
69424,,Starlink,,não
69425,,Starlink,,não
69426,,Starlink,,não
69427,,Starlink,,não
69428,,Starlink,,não
69429,,Starlink,,não
69430,,Starlink,,não
69431,,Starlink,,não
69432,,Starlink,,não
69433,,Starlink,,não
69434,,Starlink,,não
69435,,Starlink,,não
69436,,Starlink,,não
69437,,Starlink,,não
69438,,Starlink,,não
69439,,Starlink,,não
69440,,Starlink,,não
69443,,Starlink,,não
69444,,Starlink,,não
69445,,Starlink,,não
69446,,Starlink,,não
69447,,Starlink,,não
69448,,Starlink,,não
69449,,Starlink,,não
69450,,Starlink,,não
69451,,Starlink,,não
69452,,Starlink,,não
69453,,Starlink,,não
69454,,Starlink,,não
69455,,Starlink,,não
69456,,Starlink,,não
69457,,Starlink,,não
69458,,Starlink,,não
69459,,Starlink,,não
69460,,Starlink,,não
69461,,Starlink,,não
69462,,Starlink,,não
69463,,Starlink,,não
69464,,Starlink,,não
69465,,Starlink,,não
69466,,Starlink,,não
69467,,Starlink,,não
69468,,Starlink,,não
69469,,Starlink,,não
69470,,Starlink,,não
69471,,Starlink,,não
69478,,Starlink,,não
69479,,Starlink,,não
69480,,Starlink,,não
69481,,Starlink,,não
69482,,Starlink,,não
69483,,Starlink,,não
69484,,Starlink,,não
69485,,Starlink,,não
69486,,Starlink,,não
69487,,Starlink,,não
69488,,Starlink,,não
69489,,Starlink,,não
69490,,Starlink,,não
69491,,Starlink,,não
69492,,Starlink,,não
69493,,Starlink,,não
69494,,Starlink,,não
69495,,Starlink,,não
69496,,Starlink,,não
69497,,Starlink,,não
69498,,Starlink,,não
69499,,Starlink,,não
69500,,Starlink,,não
69501,,Starlink,,não
69504,,Amateur radio,,não
69508,,Starlink,,não
69509,,Starlink,,não
69510,,Starlink,,não
69511,,Starlink,,não
69512,,Starlink,,não
69513,,Starlink,,não
69514,,Starlink,,não
69515,,Starlink,,não
69516,,Starlink,,não
69517,,Starlink,,não
69518,,Starlink,,não
69519,,Starlink,,não
69520,,Starlink,,não
69521,,Starlink,,não
69522,,Starlink,,não
69523,,Starlink,,não
69524,,Starlink,,não
69525,,Starlink,,não
69526,,Starlink,,não
69527,,Starlink,,não
69528,,Starlink,,não
69529,,Starlink,,não
69530,,Starlink,,não
69531,,Starlink,,não
69532,,Starlink,,não
69533,,Starlink,,não
69534,,Starlink,,não
69535,,Starlink,,não
69536,,Starlink,,não
69546,,Starlink,,não
69547,,Starlink,,não
69548,,Starlink,,não
69549,,Starlink,,não
69550,,Starlink,,não
69551,,Starlink,,não
69552,,Starlink,,não
69553,,Starlink,,não
69554,,Starlink,,não
69555,,Starlink,,não
69556,,Starlink,,não
69557,,Starlink,,não
69558,,Starlink,,não
69559,,Starlink,,não
69560,,Starlink,,não
69561,,Starlink,,não
69562,,Starlink,,não
69563,,Starlink,,não
69564,,Starlink,,não
69565,,Starlink,,não
69566,,Starlink,,não
69567,,Starlink,,não
69568,,Starlink,,não
69569,,Starlink,,não
69589,,Amateur radio,,não
69590,,Amateur radio,,não
69591,,Amateur radio,,não
69592,,Leo,,não
69593,,Leo,,não
69594,,Leo,,não
69595,,Leo,,não
69596,,Leo,,não
69597,,Leo,,não
69598,,Leo,,não
69599,,Leo,,não
69600,,Leo,,não
69601,,Leo,,não
69602,,Leo,,não
69603,,Leo,,não
69604,,Leo,,não
69605,,Leo,,não
69606,,Leo,,não
69607,,Leo,,não
69608,,Leo,,não
69609,,Leo,,não
69610,,Leo,,não
69611,,Leo,,não
69612,,Leo,,não
69613,,Leo,,não
69614,,Leo,,não
69615,,Leo,,não
69616,,Leo,,não
69617,,Leo,,não
69618,,Leo,,não
69619,,Leo,,não
69620,,Leo,,não
69621,,Leo,,não
69622,,Leo,,não
69623,,Leo,,não
69624,,Leo,,não
69625,,Leo,,não
69626,,Leo,,não
69627,,Leo,,não
69648,,Amateur radio,,não
69649,,Starlink,,não
69650,,Starlink,,não
69651,,Starlink,,não
69652,,Starlink,,não
69653,,Starlink,,não
69654,,Starlink,,não
69655,,Starlink,,não
69656,,Starlink,,não
69657,,Starlink,,não
69658,,Starlink,,não
69659,,Starlink,,não
69660,,Starlink,,não
69661,,Starlink,,não
69662,,Starlink,,não
69663,,Starlink,,não
69664,,Starlink,,não
69665,,Starlink,,não
69666,,Starlink,,não
69667,,Starlink,,não
69668,,Starlink,,não
69669,,Starlink,,não
69670,,Starlink,,não
69671,,Starlink,,não
69672,,Starlink,,não
69677,,Starlink,,não
69678,,Starlink,,não
69679,,Starlink,,não
69680,,Starlink,,não
69681,,Starlink,,não
69682,,Starlink,,não
69683,,Starlink,,não
69684,,Starlink,,não
69685,,Starlink,,não
69686,,Starlink,,não
69687,,Starlink,,não
69688,,Starlink,,não
69689,,Starlink,,não
69690,,Starlink,,não
69691,,Starlink,,não
69692,,Starlink,,não
69693,,Starlink,,não
69694,,Starlink,,não
69695,,Starlink,,não
69696,,Starlink,,não
69697,,Starlink,,não
69698,,Starlink,,não
69699,,Starlink,,não
69700,,Starlink,,não
69704,,Starlink,,não
69705,,Starlink,,não
69706,,Starlink,,não
69707,,Starlink,,não
69708,,Starlink,,não
69709,,Starlink,,não
69710,,Starlink,,não
69711,,Starlink,,não
69712,,Starlink,,não
69713,,Starlink,,não
69714,,Starlink,,não
69715,,Starlink,,não
69716,,Starlink,,não
69717,,Starlink,,não
69718,,Starlink,,não
69719,,Starlink,,não
69720,,Starlink,,não
69721,,Starlink,,não
69722,,Starlink,,não
69723,,Starlink,,não
69724,,Starlink,,não
69725,,Starlink,,não
69726,,Starlink,,não
69727,,Starlink,,não
69728,,Geostationary,,não
69739,,Starlink,,não
69740,,Starlink,,não
69741,,Starlink,,não
69742,,Starlink,,não
69743,,Starlink,,não
69744,,Starlink,,não
69745,,Starlink,,não
69746,,Starlink,,não
69747,,Starlink,,não
69748,,Starlink,,não
69749,,Starlink,,não
69750,,Starlink,,não
69751,,Starlink,,não
69752,,Starlink,,não
69753,,Starlink,,não
69754,,Starlink,,não
69755,,Starlink,,não
69756,,Starlink,,não
69757,,Starlink,,não
69758,,Starlink,,não
69759,,Starlink,,não
69760,,Starlink,,não
69761,,Starlink,,não
69762,,Starlink,,não
69763,,Leo,,não
69764,,Leo,,não
69765,,Leo,,não
69766,,Leo,,não
69767,,Leo,,não
69768,,Leo,,não
69769,,Leo,,não
69770,,Leo,,não
69771,,Leo,,não
69772,,Leo,,não
69773,,Leo,,não
69774,,Leo,,não
69775,,Leo,,não
69776,,Leo,,não
69777,,Leo,,não
69778,,Leo,,não
69779,,Leo,,não
69780,,Leo,,não
69781,,Leo,,não
69782,,Leo,,não
69783,,Leo,,não
69784,,Leo,,não
69785,,Leo,,não
69786,,Leo,,não
69787,,Leo,,não
69788,,Leo,,não
69789,,Leo,,não
69790,,Leo,,não
69791,,Leo,,não
69800,,Qianfan,,não
69801,,Qianfan,,não
69802,,Qianfan,,não
69803,,Qianfan,,não
69804,,Qianfan,,não
69805,,Qianfan,,não
69806,,Qianfan,,não
69807,,Qianfan,,não
69808,,Qianfan,,não
69809,,Qianfan,,não
69810,,Qianfan,,não
69811,,Qianfan,,não
69812,,Qianfan,,não
69813,,Qianfan,,não
69814,,Qianfan,,não
69815,,Qianfan,,não
69816,,Qianfan,,não
69817,,Qianfan,,não
69819,,Starlink,,não
69820,,Starlink,,não
69821,,Starlink,,não
69822,,Starlink,,não
69823,,Starlink,,não
69824,,Starlink,,não
69825,,Starlink,,não
69826,,Starlink,,não
69827,,Starlink,,não
69828,,Starlink,,não
69829,,Starlink,,não
69830,,Starlink,,não
69831,,Starlink,,não
69832,,Starlink,,não
69833,,Starlink,,não
69834,,Starlink,,não
69835,,Starlink,,não
69836,,Starlink,,não
69837,,Starlink,,não
69838,,Starlink,,não
69839,,Starlink,,não
69840,,Starlink,,não
69841,,Starlink,,não
69842,,Starlink,,não
69843,,Starlink,,não
69844,,Starlink,,não
69845,,Starlink,,não
69846,,Starlink,,não
69847,,Starlink,,não
69848,,Qianfan,,não
69849,,Qianfan,,não
69850,,Qianfan,,não
69851,,Qianfan,,não
69852,,Qianfan,,não
69853,,Qianfan,,não
69854,,Qianfan,,não
69855,,Qianfan,,não
69856,,Qianfan,,não
69857,,Qianfan,,não
69858,,Qianfan,,não
69859,,Qianfan,,não
69860,,Qianfan,,não
69861,,Qianfan,,não
69862,,Qianfan,,não
69863,,Qianfan,,não
69864,,Qianfan,,não
69865,,Qianfan,,não
69866,,Qianfan,,não
69867,,Qianfan,,não
69882,,Lemur,,não
69905,,Lemur,,não
69910,,Lemur,,não
69926,,Lemur,,não
69928,,Lemur,,não
69930,,Lemur,,não
69932,,Lemur,,não
69933,,Lemur,,não
69934,,Lemur,,não
69940,,Lemur,,não
69943,,Starlink,,não
69944,,Starlink,,não
69945,,Starlink,,não
69946,,Starlink,,não
69947,,Starlink,,não
69948,,Starlink,,não
69949,,Starlink,,não
69950,,Starlink,,não
69951,,Starlink,,não
69952,,Starlink,,não
69953,,Starlink,,não
69954,,Starlink,,não
69955,,Starlink,,não
69956,,Starlink,,não
69957,,Starlink,,não
69958,,Starlink,,não
69959,,Starlink,,não
69960,,Starlink,,não
69961,,Starlink,,não
69962,,Starlink,,não
69963,,Starlink,,não
69964,,Starlink,,não
69965,,Starlink,,não
69966,,Starlink,,não
69967,,Starlink,,não
69968,,Starlink,,não
69969,,Starlink,,não
69970,,Starlink,,não
69971,,Starlink,,não
69975,,Starlink,,não
69976,,Starlink,,não
69977,,Starlink,,não
69978,,Starlink,,não
69979,,Starlink,,não
69980,,Starlink,,não
69981,,Starlink,,não
69982,,Starlink,,não
69983,,Starlink,,não
69984,,Starlink,,não
69985,,Starlink,,não
69986,,Starlink,,não
69987,,Starlink,,não
69988,,Starlink,,não
69989,,Starlink,,não
69990,,Starlink,,não
69991,,Starlink,,não
69992,,Starlink,,não
69993,,Starlink,,não
69994,,Starlink,,não
69995,,Starlink,,não
69996,,Starlink,,não
69997,,Starlink,,não
69998,,Starlink,,não
100001,,Starlink,,não
100002,,Starlink,,não
100003,,Starlink,,não
100004,,Starlink,,não
100005,,Starlink,,não
100006,,Starlink,,não
100007,,Starlink,,não
100008,,Starlink,,não
100009,,Starlink,,não
100010,,Starlink,,não
100011,,Starlink,,não
100012,,Starlink,,não
100013,,Starlink,,não
100014,,Starlink,,não
100015,,Starlink,,não
100016,,Starlink,,não
100017,,Starlink,,não
100018,,Starlink,,não
100019,,Starlink,,não
100020,,Starlink,,não
100021,,Starlink,,não
100022,,Starlink,,não
100023,,Starlink,,não
100024,,Starlink,,não
100025,,Starlink,,não
100026,,Starlink,,não
100027,,Starlink,,não
100028,,Starlink,,não
100029,,Starlink,,não
100030,,Starlink,,não
100031,,Starlink,,não
100032,,Starlink,,não
100033,,Starlink,,não
100034,,Starlink,,não
100035,,Starlink,,não
100036,,Starlink,,não
100037,,Starlink,,não
100038,,Starlink,,não
100039,,Starlink,,não
100040,,Starlink,,não
100041,,Starlink,,não
100042,,Starlink,,não
100043,,Starlink,,não
100044,,Starlink,,não
100045,,Starlink,,não
100046,,Starlink,,não
100047,,Starlink,,não
100048,,Starlink,,não
100049,,Starlink,,não
100050,,Starlink,,não
100051,,Starlink,,não
100052,,Starlink,,não
100053,,Starlink,,não
100054,,Starlink,,não
100055,,Starlink,,não
100056,,Starlink,,não
100057,,Int'l Space Station,,não
100059,,Military,,não
100060,,Military,,não
100061,,Military,,não
100062,,Military,,não
100063,,Military,,não
100064,,Military,,não
100065,,Military,,não
100066,,Military,,não
100067,,Military,,não
100068,,Military,,não
100069,,Military,,não
100070,,Military,,não
100071,,Military,,não
100072,,Military,,não
100073,,Military,,não
100074,,Military,,não
100075,,Military,,não
100076,,Military,,não
100077,,Military,,não
100078,,Military,,não
100079,,Military,,não
100101,,Starlink,,não
100102,,Starlink,,não
100103,,Starlink,,não
100104,,Starlink,,não
100105,,Starlink,,não
100106,,Starlink,,não
100107,,Starlink,,não
100108,,Starlink,,não
100109,,Starlink,,não
100110,,Starlink,,não
100111,,Starlink,,não
100112,,Starlink,,não
100113,,Starlink,,não
100114,,Starlink,,não
100115,,Starlink,,não
100116,,Starlink,,não
100117,,Starlink,,não
100118,,Starlink,,não
100119,,Starlink,,não
100120,,Starlink,,não
100121,,Starlink,,não
100122,,Starlink,,não
100123,,Starlink,,não
100124,,Starlink,,não
100148,,Starlink,,não
100149,,Starlink,,não
100150,,Starlink,,não
100151,,Starlink,,não
100152,,Starlink,,não
100153,,Starlink,,não
100154,,Starlink,,não
100155,,Starlink,,não
100156,,Starlink,,não
100157,,Starlink,,não
100158,,Starlink,,não
100159,,Starlink,,não
100160,,Starlink,,não
100161,,Starlink,,não
100162,,Starlink,,não
100163,,Starlink,,não
100164,,Starlink,,não
100165,,Starlink,,não
100166,,Starlink,,não
100167,,Starlink,,não
100168,,Starlink,,não
100169,,Starlink,,não
100170,,Starlink,,não
100171,,Starlink,,não
100172,,Geostationary,,não
100178,,Military,,não
100179,,Starlink,,não
100180,,Starlink,,não
100181,,Starlink,,não
100182,,Starlink,,não
100183,,Starlink,,não
100184,,Starlink,,não
100185,,Starlink,,não
100186,,Starlink,,não
100187,,Starlink,,não
100188,,Starlink,,não
100189,,Starlink,,não
100190,,Starlink,,não
100191,,Starlink,,não
100192,,Starlink,,não
100193,,Starlink,,não
100194,,Starlink,,não
100195,,Starlink,,não
100196,,Starlink,,não
100197,,Starlink,,não
100198,,Starlink,,não
100199,,Starlink,,não
100200,,Starlink,,não
100201,,Starlink,,não
100202,,Starlink,,não
100213,,Starlink,,não
100214,,Starlink,,não
100215,,Starlink,,não
100216,,Starlink,,não
100217,,Starlink,,não
100218,,Starlink,,não
100219,,Starlink,,não
100220,,Starlink,,não
100221,,Starlink,,não
100222,,Starlink,,não
100223,,Starlink,,não
100224,,Starlink,,não
100225,,Starlink,,não
100226,,Starlink,,não
100227,,Starlink,,não
100228,,Starlink,,não
100229,,Starlink,,não
100230,,Starlink,,não
100231,,Starlink,,não
100232,,Starlink,,não
100233,,Starlink,,não
100234,,Starlink,,não
100235,,Starlink,,não
100236,,Starlink,,não
100246,,Starlink,,não
100247,,Starlink,,não
100248,,Starlink,,não
100249,,Starlink,,não
100250,,Starlink,,não
100251,,Starlink,,não
100252,,Starlink,,não
100253,,Starlink,,não
100254,,Starlink,,não
100255,,Starlink,,não
100256,,Starlink,,não
100257,,Starlink,,não
100258,,Starlink,,não
100259,,Starlink,,não
100260,,Starlink,,não
100261,,Starlink,,não
100262,,Starlink,,não
100263,,Starlink,,não
100264,,Starlink,,não
100265,,Starlink,,não
100266,,Starlink,,não
100267,,Starlink,,não
100268,,Starlink,,não
100269,,Starlink,,não
100272,,Starlink,,não
100273,,Starlink,,não
100274,,Starlink,,não
100275,,Starlink,,não
100276,,Starlink,,não
100277,,Starlink,,não
100278,,Starlink,,não
100279,,Starlink,,não
100280,,Starlink,,não
100281,,Starlink,,não
100282,,Starlink,,não
100283,,Starlink,,não
100284,,Starlink,,não
100285,,Starlink,,não
100286,,Starlink,,não
100287,,Starlink,,não
100288,,Starlink,,não
100289,,Starlink,,não
100290,,Starlink,,não
100291,,Starlink,,não
100292,,Starlink,,não
100293,,Starlink,,não
100294,,Starlink,,não
100295,,Starlink,,não
100296,,Starlink,,não
100297,,Starlink,,não
100298,,Starlink,,não
100299,,Starlink,,não
100300,,Starlink,,não
100301,,Starlink,,não
100302,,Starlink,,não
100303,,Starlink,,não
100304,,Starlink,,não
100305,,Starlink,,não
100306,,Starlink,,não
100307,,Starlink,,não
100308,,Starlink,,não
100309,,Starlink,,não
100310,,Starlink,,não
100311,,Starlink,,não
100312,,Starlink,,não
100313,,Starlink,,não
100314,,Starlink,,não
100315,,Starlink,,não
100316,,Starlink,,não
100317,,Starlink,,não
100318,,Starlink,,não
100319,,Starlink,,não
100320,,Starlink,,não
100321,,Starlink,,não
100322,,Starlink,,não
100323,,Starlink,,não
100324,,Starlink,,não
100325,,Globalstar,,não
100326,,Globalstar,,não
100327,,Globalstar,,não
100328,,Globalstar,,não
100329,,Globalstar,,não
100330,,Globalstar,,não
100331,,Globalstar,,não
100332,,Globalstar,,não
100371,,Starlink,,não
100372,,Starlink,,não
100373,,Starlink,,não
100374,,Starlink,,não
100375,,Starlink,,não
100376,,Starlink,,não
100377,,Starlink,,não
100378,,Starlink,,não
100379,,Starlink,,não
100380,,Starlink,,não
100381,,Starlink,,não
100382,,Starlink,,não
100383,,Starlink,,não
100384,,Starlink,,não
100385,,Starlink,,não
100386,,Starlink,,não
100387,,Starlink,,não
100388,,Starlink,,não
100389,,Starlink,,não
100390,,Starlink,,não
100391,,Starlink,,não
100392,,Starlink,,não
100393,,Starlink,,não
100394,,Starlink,,não
100404,,Starlink,,não
100405,,Starlink,,não
100406,,Starlink,,não
100407,,Starlink,,não
100408,,Starlink,,não
100409,,Starlink,,não
100410,,Starlink,,não
100411,,Starlink,,não
100412,,Starlink,,não
100413,,Starlink,,não
100414,,Starlink,,não
100415,,Starlink,,não
100416,,Starlink,,não
100417,,Starlink,,não
100418,,Starlink,,não
100419,,Starlink,,não
100420,,Starlink,,não
100421,,Starlink,,não
100422,,Starlink,,não
100423,,Starlink,,não
100424,,Starlink,,não
100425,,Starlink,,não
100426,,Starlink,,não
100427,,Starlink,,não
100428,,Starlink,,não
100429,,Starlink,,não
100430,,Starlink,,não
100431,,Starlink,,não
100432,,Starlink,,não
100433,,Starlink,,não
100434,,Starlink,,não
100435,,Starlink,,não
100436,,Starlink,,não
100437,,Starlink,,não
100438,,Starlink,,não
100439,,Starlink,,não
100440,,Starlink,,não
100441,,Starlink,,não
100442,,Starlink,,não
100443,,Starlink,,não
100444,,Starlink,,não
100445,,Starlink,,não
100446,,Starlink,,não
100447,,Starlink,,não
100448,,Starlink,,não
100449,,Starlink,,não
100450,,Starlink,,não
100451,,Starlink,,não
100452,,Starlink,,não
100453,,Starlink,,não
100454,,Starlink,,não
100455,,Starlink,,não
100456,,Starlink,,não
100457,,Starlink,,não
100458,,Starlink,,não
100459,,Starlink,,não
100473,,Starlink,,não
100474,,Starlink,,não
100475,,Starlink,,não
100476,,Starlink,,não
100477,,Starlink,,não
100478,,Starlink,,não
100479,,Starlink,,não
100480,,Starlink,,não
100481,,Starlink,,não
100482,,Starlink,,não
100483,,Starlink,,não
100484,,Starlink,,não
100485,,Starlink,,não
100486,,Starlink,,não
100487,,Starlink,,não
100488,,Starlink,,não
100489,,Starlink,,não
100490,,Starlink,,não
100491,,Starlink,,não
100492,,Starlink,,não
100493,,Starlink,,não
100494,,Starlink,,não
100495,,Starlink,,não
100496,,Starlink,,não
100497,,Starlink,,não
100498,,Starlink,,não
100499,,Starlink,,não
100500,,Starlink,,não
100501,,Starlink,,não
100502,,Starlink,,não
100503,,Starlink,,não
100504,,Starlink,,não
100505,,Starlink,,não
100506,,Starlink,,não
100507,,Starlink,,não
100508,,Starlink,,não
100509,,Starlink,,não
100510,,Starlink,,não
100511,,Starlink,,não
100512,,Starlink,,não
100513,,Starlink,,não
100514,,Starlink,,não
100515,,Starlink,,não
100516,,Starlink,,não
100517,,Starlink,,não
100518,,Starlink,,não
100519,,Starlink,,não
100520,,Starlink,,não
100521,,Starlink,,não
100522,,Starlink,,não
100523,,Starlink,,não
100524,,Starlink,,não
100525,,Starlink,,não
100526,,Starlink,,não
100527,,Starlink,,não
100528,,Starlink,,não
100530,,Geostationary,,não
100530,,Weather,,não
100564,,Yaogan,,não
100565,,Yaogan,,não
100566,,Yaogan,,não
100567,,Yaogan,,não
100568,,Yaogan,,não
100569,,Yaogan,,não
100570,,Yaogan,,não
100571,,Yaogan,,não
100572,,Yaogan,,não
100573,,Yaogan,,não
100574,,Yaogan,,não
100575,,Yaogan,,não
100576,,Yaogan,,não
100577,,Yaogan,,não
100578,,Yaogan,,não
100579,,Yaogan,,não
100580,,Yaogan,,não
100581,,Yaogan,,não
100582,,Yaogan,,não
100583,,Yaogan,,não
100584,,Yaogan,,não
100585,,Yaogan,,não
100586,,Yaogan,,não
100587,,Yaogan,,não
100588,,Yaogan,,não
100589,,Yaogan,,não
100590,,Yaogan,,não
100591,,Yaogan,,não
100592,,Yaogan,,não
100593,,Yaogan,,não
100594,,Yaogan,,não
100595,,Yaogan,,não
100596,,Yaogan,,não
100597,,Yaogan,,não
100598,,Yaogan,,não
100599,,Yaogan,,não
100600,,Yaogan,,não
100601,,Yaogan,,não
100602,,Yaogan,,não
100603,,Yaogan,,não
100604,,Yaogan,,não
100605,,Yaogan,,não
100606,,Yaogan,,não
100607,,Geostationary,,não
100629,,Brightest,,não
100629,,Geostationary,,não
100629,,Intelsat,,não
100629,,Gorizont,,não
100629,,Raduga,,não
100629,,Molniya,,não
100629,,Iridium,,não
100629,,Orbcomm,,não
100629,,Globalstar,,não
100629,,Amateur radio,,não
100629,,Experimental,,não
100629,,Int'l Space Station,,não
100629,,GPS Operational,,não
100629,,Glonass Operational,,não
100629,,Galileo,,não
100629,,Satellite-Based Augmentation System,,não
100629,,Navy Navigation Satellite System,,não
100629,,Russian LEO Navigation,,não
100629,,Space & Earth Science,,não
100629,,Geodetic,,não
100629,,Engineering,,não
100629,,Education,,não
100629,,Weather,,não
100629,,Military,,não
100629,,Radar Calibration,,não
100629,,CubeSats,,não
100629,,XM and Sirius,,não
100629,,TV,,não
100629,,Beidou,,não
100629,,Yaogan,,não
100629,,Westford Needles,,não
100629,,Parus,,não
100629,,Strela,,não
100629,,NOAA,,não
100629,,Gonets,,não
100629,,Tsiklon,,não
100629,,Tsikada,,não
100629,,O3B Networks,,não
100629,,Tselina,,não
100629,,Celestis,,não
100629,,IRNSS,,não
100629,,QZSS,,não
100629,,Flock,,não
100629,,Lemur,,não
100629,,GOES,,não
100629,,Global Positioning System (GPS) Constellation,,não
100629,,Glonass Constellation,,não
100629,,Starlink,,não
100629,,OneWeb,,não
100629,,Chinese Space Station,,não
100629,,Qianfan,,não
100629,,Leo,,não
100629,,GeeSAT,,não
100629,,Earth resources,,não
100629,,Search & rescue,,não
100629,,Disaster monitoring,,não
100629,,Tracking and Data Relay Satellite System,,não
100630,,Brightest,,não
100630,,Geostationary,,não
100630,,Intelsat,,não
100630,,Gorizont,,não
100630,,Raduga,,não
100630,,Molniya,,não
100630,,Iridium,,não
100630,,Orbcomm,,não
100630,,Globalstar,,não
100630,,Amateur radio,,não
100630,,Experimental,,não
100630,,Int'l Space Station,,não
100630,,GPS Operational,,não
100630,,Glonass Operational,,não
100630,,Galileo,,não
100630,,Satellite-Based Augmentation System,,não
100630,,Navy Navigation Satellite System,,não
100630,,Russian LEO Navigation,,não
100630,,Space & Earth Science,,não
100630,,Geodetic,,não
100630,,Engineering,,não
100630,,Education,,não
100630,,Weather,,não
100630,,Military,,não
100630,,Radar Calibration,,não
100630,,CubeSats,,não
100630,,XM and Sirius,,não
100630,,TV,,não
100630,,Beidou,,não
100630,,Yaogan,,não
100630,,Westford Needles,,não
100630,,Parus,,não
100630,,Strela,,não
100630,,NOAA,,não
100630,,Gonets,,não
100630,,Tsiklon,,não
100630,,Tsikada,,não
100630,,O3B Networks,,não
100630,,Tselina,,não
100630,,Celestis,,não
100630,,IRNSS,,não
100630,,QZSS,,não
100630,,Flock,,não
100630,,Lemur,,não
100630,,GOES,,não
100630,,Global Positioning System (GPS) Constellation,,não
100630,,Glonass Constellation,,não
100630,,Starlink,,não
100630,,OneWeb,,não
100630,,Chinese Space Station,,não
100630,,Qianfan,,não
100630,,Leo,,não
100630,,GeeSAT,,não
100630,,Earth resources,,não
100630,,Search & rescue,,não
100630,,Disaster monitoring,,não
100630,,Tracking and Data Relay Satellite System,,não
100631,,Brightest,,não
100631,,Geostationary,,não
100631,,Intelsat,,não
100631,,Gorizont,,não
100631,,Raduga,,não
100631,,Molniya,,não
100631,,Iridium,,não
100631,,Orbcomm,,não
100631,,Globalstar,,não
100631,,Amateur radio,,não
100631,,Experimental,,não
100631,,Int'l Space Station,,não
100631,,GPS Operational,,não
100631,,Glonass Operational,,não
100631,,Galileo,,não
100631,,Satellite-Based Augmentation System,,não
100631,,Navy Navigation Satellite System,,não
100631,,Russian LEO Navigation,,não
100631,,Space & Earth Science,,não
100631,,Geodetic,,não
100631,,Engineering,,não
100631,,Education,,não
100631,,Weather,,não
100631,,Military,,não
100631,,Radar Calibration,,não
100631,,CubeSats,,não
100631,,XM and Sirius,,não
100631,,TV,,não
100631,,Beidou,,não
100631,,Yaogan,,não
100631,,Westford Needles,,não
100631,,Parus,,não
100631,,Strela,,não
100631,,NOAA,,não
100631,,Gonets,,não
100631,,Tsiklon,,não
100631,,Tsikada,,não
100631,,O3B Networks,,não
100631,,Tselina,,não
100631,,Celestis,,não
100631,,IRNSS,,não
100631,,QZSS,,não
100631,,Flock,,não
100631,,Lemur,,não
100631,,GOES,,não
100631,,Global Positioning System (GPS) Constellation,,não
100631,,Glonass Constellation,,não
100631,,Starlink,,não
100631,,OneWeb,,não
100631,,Chinese Space Station,,não
100631,,Qianfan,,não
100631,,Leo,,não
100631,,GeeSAT,,não
